timestamp,cpu_utilization,memory_usage,clock_speed,ambient_temp,voltage,current_load,cpu_temp
2024-01-01 00:00:00,28.558898768147152,29.95893990787775,2.5050381491105167,21.43377094203832,1.0595729511782706,4.362672574890208,84.10158749473133
2024-01-01 00:05:00,29.015513448271054,27.496739060428226,2.621587883746828,23.21524296521872,1.056428321174627,4.915224500425716,88.23160669583956
2024-01-01 00:10:00,29.836838299435712,22.765908091160473,2.6875986508381184,21.76217578323722,1.08346844549936,,79.99996781995576
2024-01-01 00:15:00,39.013162555852844,34.743956238415215,2.886118219981197,22.10868311766117,1.1163471036473611,,95.44170070439378
2024-01-01 00:20:00,40.69107938858561,16.572697878790336,3.0111924318558523,22.86086872796526,1.0985533323805368,5.917441606259914,91.92524948717944
2024-01-01 00:25:00,24.9579451144904,21.598445590166456,2.7827916545784963,21.92924391178127,1.0752044840082422,4.396471316257804,82.40785401174459
2024-01-01 00:30:00,46.39881061035706,19.487115357745147,2.815266751510586,19.818582570004168,1.087362515413054,7.377861913991489,89.02719769615311
2024-01-01 00:35:00,28.90432239454203,38.181072259896936,2.702246397274626,23.248705005464256,1.0609437649425624,3.5537779386340795,83.99247806776343
2024-01-01 00:40:00,23.4416089479124,23.393256887595957,2.6904643780192568,23.505914595898062,1.0840265197358157,3.9321448164513004,81.46495918399964
2024-01-01 00:45:00,40.8320848126732,41.11363305895842,2.858520162818498,19.802660690079467,1.094831956131802,7.03970197370542,87.00595737442728
2024-01-01 00:50:00,37.64747073002777,29.640722918009775,2.819454221656138,20.748050553206156,1.0692441945659852,4.670821573293716,86.94424798465417
2024-01-01 00:55:00,37.08657294899322,27.514329913117578,2.6383096764294063,24.428655540982614,1.0749869097676708,3.602752203736414,86.93166418080556
2024-01-01 01:00:00,23.546320272529385,24.422247455699107,2.5442277451335955,23.054898749512258,1.0730214228026724,5.3060114272865935,84.32232772069631
2024-01-01 01:05:00,21.73668181536611,14.602617290628341,2.6124873998876805,22.780718663232,1.071629038888836,3.57583718638266,71.4051292728161
2024-01-01 01:10:00,32.81420715940672,24.646674150553395,2.422583404919461,22.264797046848077,1.044575135778319,4.464839245019814,84.29605462525316
2024-01-01 01:15:00,31.225712384803032,24.903485625801444,2.8515858670188186,21.539613954279602,1.0715162066457777,4.192301562759831,82.2211371223739
2024-01-01 01:20:00,20.514217359803446,15.829461413182386,2.481449116352313,22.543155964539903,1.0408323636557741,3.2239231414942893,78.61881219464313
2024-01-01 01:25:00,38.0911730178964,19.127045694962245,2.939514652206573,23.945764422306418,1.0745439498332001,6.75469436320602,97.41807521120049
2024-01-01 01:30:00,23.82964001530415,18.477218056671944,2.757825600720159,22.757643584050363,1.0809169787913762,2.0646578654241363,85.6743324176709
2024-01-01 01:35:00,41.89973115764508,33.511499895413436,2.8375536087182547,23.508798038379222,1.0778610088179421,5.8840151138230175,91.69805467522531
2024-01-01 01:40:00,51.42662522983722,45.31534020307057,3.137185301842231,24.895305713515437,1.0884638228777963,9.367961204430156,98.0
2024-01-01 01:45:00,37.14752235580762,27.728024098723186,2.934953949660683,22.079883318772133,1.0539202621024024,6.396747309191243,87.025846184286
2024-01-01 01:50:00,44.38856262980061,28.364074150594515,2.8955873750574503,23.139907016097695,1.0844134519794602,7.3975921150248505,93.95053337560105
